client_id,occupation,Income_level,investment_tenure,Recency,monetary,Frequency(annual),total_investment_value,age
99,JOB,2241478,1,5.0,2,2.0,26051637,33.0
100,JOB,6879636,3,2.0,1,1.0,2639990,30.0
101,JOB,11546312,6,2.0,3,4.0,8792619,18.0
104,BUSINESS,7422032,3,4.0,5,5.0,4072226,24.0
105,RETIRED,6611116,4,5.0,2,3.0,3371504,31.0
106,JOB,9966217,5,1.0,5,4.0,1929026,37.0
107,JOB,5158205,3,4.0,4,4.0,3966607,51.0
108,FREELANCER,1132577,5,1.0,1,4.0,7184164,34.0
109,JOB,4841801,4,1.0,1,3.0,4010355,35.0
111,JOB,5905052,6,1.0,3,2.0,8980191,18.0
114,FREELANCER,8869163,4,3.0,4,4.0,10150143,57.0
115,BUSINESS,9363668,4,5.0,4,1.0,8634562,31.0
116,FREELANCER,6364968,4,3.0,4,4.0,4564148,36.0
119,FREELANCER,9311567,6,5.0,1,4.0,2865948,44.0
122,FREELANCER,982256,4,4.0,3,4.0,10605347,23.0
123,JOB,2667057,7,1.0,5,4.0,16352530,46.99999999999999
124,JOB,7228124,5,5.0,5,5.0,2066208,18.0
125,JOB,3237827,4,2.0,1,5.0,10599348,38.0
129,JOB,4617661,2,2.0,2,5.0,6789022,33.0
130,BUSINESS,12485522,5,5.0,3,3.0,2959468,27.0
131,JOB,1291377,8,2.0,4,5.0,14987187,18.0
133,JOB,3332275,6,3.0,4,4.0,8218675,22.0
134,JOB,9201059,6,5.0,3,4.0,2725098,37.0
135,RETIRED,2567240,1,5.0,4,4.0,3937913,23.0
136,JOB,3718294,3,1.0,6,4.0,3214046,48.0
138,FREELANCER,3778470,3,4.0,5,5.0,4770377,29.0
139,JOB,686082,4,1.0,2,4.0,4414628,41.0
140,RETIRED,4134525,4,4.0,6,1.0,6723776,20.0
141,RETIRED,8813495,1,2.0,1,4.0,5927262,35.0
143,JOB,3295394,2,5.0,1,4.0,11890879,18.0
145,JOB,7434150,9,1.0,3,2.0,10260394,35.0
148,BUSINESS,4401523,4,1.0,3,2.0,9607634,19.0
150,JOB,2244384,8,4.0,1,1.0,6053274,35.0
158,FREELANCER,6440940,5,1.0,3,3.0,4251649,37.0
159,JOB,3461583,7,1.0,2,5.0,14371813,21.0
162,BUSINESS,6944971,4,1.0,3,1.0,1097821,40.0
163,BUSINESS,5894349,5,3.0,3,5.0,921279,44.0
164,BUSINESS,2277372,4,2.0,1,5.0,8768369,24.0
169,JOB,2146796,7,1.0,2,2.0,11362480,30.0
170,BUSINESS,3911189,4,2.0,5,1.0,20016158,25.0
171,BUSINESS,1686489,1,5.0,5,4.0,11320013,24.0
172,JOB,3571845,7,5.0,1,5.0,13031285,24.0
174,JOB,8256421,3,2.0,6,3.0,3652062,36.0
175,BUSINESS,2430797,3,5.0,5,4.0,1584420,35.0
179,RETIRED,6078708,7,1.0,1,1.0,4630575,30.0
181,JOB,5274877,4,3.0,1,3.0,6966941,39.0
182,JOB,7431750,5,3.0,2,1.0,4434516,24.0
183,RETIRED,4091319,6,1.0,2,4.0,6108298,22.0
184,FREELANCER,6689045,6,5.0,1,2.0,1308964,37.0
185,JOB,2131959,6,3.0,3,4.0,23470115,30.0
186,BUSINESS,9729627,5,2.0,1,2.0,16131711,40.0
188,BUSINESS,11029544,4,4.0,5,1.0,5763598,32.0
189,BUSINESS,2542052,4,3.0,3,2.0,612191,24.0
195,JOB,686240,4,3.0,3,1.0,10360786,34.0
200,FREELANCER,6740040,5,3.0,5,1.0,1444170,21.0
202,JOB,3946762,2,2.0,1,3.0,14017004,38.0
204,FREELANCER,2785857,6,4.0,1,1.0,8881931,43.0
207,JOB,8052064,6,1.0,4,2.0,909216,38.0
208,BUSINESS,7043683,6,4.0,3,5.0,3952646,38.0
210,JOB,2519651,5,3.0,1,1.0,5417704,71.0
213,BUSINESS,1647739,7,3.0,3,5.0,8699551,42.0
218,FREELANCER,6075178,3,2.0,1,5.0,2352997,30.0
220,FREELANCER,5929896,3,4.0,3,5.0,10668353,33.0
221,BUSINESS,9526495,3,2.0,1,3.0,1515121,56.0
223,JOB,2583411,3,4.0,4,5.0,6629077,39.0
225,JOB,5349681,1,1.0,2,1.0,1230093,28.0
226,JOB,4074310,5,4.0,1,1.0,14692260,43.0
227,RETIRED,7887883,5,5.0,5,5.0,10367399,33.0
228,JOB,5346252,3,1.0,5,2.0,5627252,22.0
231,FREELANCER,9575003,1,2.0,1,2.0,13643810,25.0
232,BUSINESS,3592352,3,2.0,3,2.0,2110883,35.0
233,BUSINESS,12390546,3,1.0,2,3.0,13198922,33.0
235,JOB,9303556,6,4.0,1,1.0,17215379,54.0
236,FREELANCER,3856704,4,2.0,4,1.0,6767098,39.0
239,BUSINESS,1296751,6,5.0,3,4.0,9010934,26.0
240,JOB,4090994,2,3.0,5,3.0,1288520,41.0
241,RETIRED,5837261,5,2.0,1,1.0,1865293,25.0
244,JOB,11730471,2,3.0,6,5.0,4204379,41.0
245,JOB,8560203,1,4.0,1,3.0,13449559,20.0
247,JOB,2805777,8,5.0,3,4.0,14023734,28.0
248,RETIRED,3732955,7,4.0,1,5.0,11097916,26.0
249,RETIRED,6362262,5,2.0,3,4.0,1795727,50.0
251,JOB,1464369,6,2.0,4,5.0,5269573,20.0
253,FREELANCER,5043786,5,4.0,5,4.0,10523288,54.0
256,BUSINESS,9991581,10,1.0,2,4.0,3377150,28.0
259,BUSINESS,3797190,4,2.0,4,2.0,15043575,37.0
260,JOB,6314338,1,5.0,2,2.0,12428407,40.0
263,JOB,6552913,3,1.0,6,4.0,2084520,18.0
264,BUSINESS,2540839,5,4.0,1,2.0,7821630,22.0
265,FREELANCER,2122910,3,5.0,3,1.0,5711343,30.0
266,FREELANCER,7261679,7,5.0,1,3.0,12040926,20.0
267,BUSINESS,6032279,5,1.0,5,3.0,10100212,49.0
269,JOB,8852963,4,5.0,3,1.0,7353399,28.0
272,FREELANCER,4962551,3,4.0,2,4.0,13509305,18.0
273,FREELANCER,5557898,3,1.0,5,4.0,4835315,44.0
274,RETIRED,4414051,4,5.0,4,5.0,7357929,33.0
277,FREELANCER,2821854,4,5.0,5,3.0,3752783,34.0
278,BUSINESS,8419811,6,1.0,2,5.0,7947464,26.0
280,FREELANCER,1083376,5,4.0,1,4.0,3224156,29.0
283,JOB,7507668,5,2.0,4,1.0,2853243,48.0
285,BUSINESS,1083701,5,4.0,4,1.0,14828717,54.0
291,JOB,2134130,6,4.0,4,3.0,14111266,30.0
292,JOB,4060789,7,1.0,4,4.0,5141585,28.0
293,FREELANCER,3361293,5,3.0,1,2.0,7739286,27.0
298,JOB,753762,7,5.0,2,4.0,3466692,36.0
299,BUSINESS,9888619,4,5.0,4,2.0,9153557,41.0
300,JOB,5543106,4,3.0,2,4.0,17259184,39.0
301,JOB,1035831,5,5.0,3,2.0,2949264,24.0
302,BUSINESS,1134967,6,5.0,2,4.0,5966373,27.0
303,BUSINESS,1263251,2,5.0,3,3.0,5490565,40.0
304,BUSINESS,12674540,1,1.0,2,1.0,21868959,39.0
306,RETIRED,5403248,2,2.0,4,1.0,10628182,34.0
307,BUSINESS,7380196,3,1.0,4,3.0,4289838,44.99999999999999
308,JOB,3549737,4,4.0,3,3.0,9561584,27.0
310,JOB,1704919,7,3.0,4,5.0,4894946,30.0
311,JOB,2334396,5,4.0,3,4.0,8732596,30.0
312,JOB,2206646,5,4.0,1,4.0,29616950,43.0
313,JOB,4953964,6,4.0,4,4.0,10667657,41.0
315,FREELANCER,6722178,7,5.0,5,4.0,1889491,45.99999999999999
316,BUSINESS,2472920,4,3.0,3,4.0,1750374,33.0
319,JOB,5968212,1,4.0,4,4.0,8868653,36.0
321,BUSINESS,7320827,5,1.0,1,4.0,11367942,33.0
324,JOB,1942285,7,2.0,2,1.0,3612788,53.0
325,RETIRED,8976242,2,4.0,4,4.0,18179255,22.0
327,BUSINESS,5563093,3,4.0,3,5.0,4533549,44.0
330,JOB,10232104,6,1.0,4,2.0,1292247,39.0
332,FREELANCER,3995955,4,1.0,3,4.0,20339546,24.0
333,JOB,5446876,5,2.0,2,2.0,5538488,33.0
334,JOB,4265519,2,2.0,2,2.0,8677676,26.0
335,JOB,2872606,6,5.0,4,2.0,5008149,42.0
337,FREELANCER,15351733,4,3.0,2,2.0,3309681,24.0
339,JOB,3573903,1,1.0,1,4.0,18331571,37.0
342,JOB,7962671,6,5.0,2,4.0,1779375,35.0
343,JOB,4924051,4,1.0,3,3.0,15300597,35.0
347,BUSINESS,4248929,2,5.0,3,2.0,9574181,18.0
349,JOB,2320528,6,3.0,3,2.0,11192757,25.0
350,BUSINESS,4359633,6,5.0,2,4.0,18858380,30.0
351,BUSINESS,4150557,5,1.0,5,2.0,22233452,36.0
353,BUSINESS,10555958,6,3.0,3,2.0,15966101,41.0
354,JOB,4182602,6,4.0,4,3.0,8011373,31.0
355,JOB,1429300,4,5.0,3,3.0,8338699,32.0
357,JOB,6641125,5,1.0,6,3.0,4046629,32.0
359,RETIRED,6231482,2,2.0,5,5.0,10022847,36.0
360,BUSINESS,6013932,2,2.0,4,4.0,12685831,24.0
362,BUSINESS,9365863,5,2.0,3,1.0,4371835,48.0
363,JOB,2000958,5,4.0,3,5.0,13157642,31.0
364,BUSINESS,3313723,5,3.0,5,2.0,3683578,37.0
365,RETIRED,2154479,4,2.0,3,4.0,10609746,39.0
366,JOB,2671238,7,2.0,1,2.0,6613857,28.0
375,JOB,8461460,2,3.0,2,3.0,2577002,54.0
376,JOB,6763073,3,1.0,4,5.0,13443104,25.0
379,FREELANCER,7937819,7,4.0,3,3.0,9695241,54.0
380,JOB,1182566,6,4.0,1,3.0,3518964,24.0
382,BUSINESS,13985786,5,2.0,6,1.0,15641710,27.0
386,FREELANCER,15266562,2,1.0,4,1.0,3195602,34.0
387,JOB,8203034,3,3.0,5,5.0,9816901,36.0
389,FREELANCER,5855208,4,1.0,1,5.0,7056914,42.0
390,FREELANCER,7269455,5,3.0,4,3.0,5513459,27.0
391,RETIRED,7197268,6,4.0,4,1.0,4812280,24.0
392,JOB,3847732,4,5.0,2,4.0,10717281,37.0
393,JOB,3037395,4,2.0,2,1.0,6582376,19.0
394,FREELANCER,2619376,5,5.0,2,3.0,15304676,51.0
396,RETIRED,1581174,9,3.0,2,1.0,6326982,28.0
401,JOB,3047635,4,4.0,2,2.0,4351085,18.0
402,RETIRED,10310793,4,5.0,4,4.0,7658952,27.0
403,BUSINESS,6845519,4,2.0,4,4.0,4809149,33.0
408,JOB,1476043,4,2.0,4,3.0,18227588,31.0
409,RETIRED,5917121,4,4.0,1,3.0,4156274,34.0
411,JOB,2988142,1,2.0,2,2.0,10208273,40.0
414,BUSINESS,4242978,2,3.0,4,4.0,4737564,44.99999999999999
416,JOB,4597955,3,2.0,3,1.0,9370629,25.0
417,JOB,2445237,5,2.0,2,1.0,5808671,48.0
418,JOB,4871893,5,5.0,1,5.0,4890422,34.0
419,BUSINESS,3922061,3,5.0,4,5.0,7578636,44.0
420,FREELANCER,9670320,5,5.0,1,4.0,7003899,33.0
422,FREELANCER,787099,4,2.0,3,2.0,5207265,50.0
424,JOB,5134697,2,5.0,5,1.0,4945980,42.0
425,JOB,2509308,3,5.0,5,5.0,1650956,39.0
426,BUSINESS,2927886,5,2.0,3,3.0,25594296,45.99999999999999
430,JOB,9045484,4,5.0,1,3.0,9352572,18.0
434,JOB,5749566,4,1.0,2,4.0,11074041,40.0
436,FREELANCER,8935017,5,2.0,5,3.0,1644388,33.0
438,FREELANCER,4387470,4,3.0,1,5.0,4614911,19.0
442,RETIRED,4774358,3,3.0,4,4.0,4279074,32.0
443,JOB,5302952,6,1.0,3,1.0,6189581,18.0
444,JOB,4357084,4,4.0,1,2.0,5478473,32.0
445,FREELANCER,2024633,3,4.0,5,2.0,8708242,19.0
446,RETIRED,2386984,7,1.0,1,1.0,9833446,39.0
447,RETIRED,3343718,7,1.0,5,4.0,8015483,36.0
448,FREELANCER,2184284,3,3.0,2,1.0,8779471,23.0
450,JOB,10640268,7,3.0,2,3.0,5474063,22.0
456,JOB,10048071,6,2.0,3,4.0,9630918,25.0
457,JOB,8363546,5,3.0,1,1.0,12740972,31.0
459,JOB,4433298,4,4.0,1,5.0,10359017,27.0
460,JOB,8590304,6,4.0,1,1.0,5977203,21.0
461,JOB,933659,5,1.0,1,4.0,3898713,52.0
462,BUSINESS,1854548,6,2.0,4,1.0,3520415,33.0
467,JOB,2660227,3,2.0,3,5.0,9592630,39.0
471,JOB,3488618,4,4.0,2,3.0,5938648,30.0
472,RETIRED,7550562,8,1.0,1,4.0,26991948,18.0
475,BUSINESS,8308993,2,5.0,2,3.0,6475423,49.0
477,JOB,8585424,6,2.0,2,4.0,4559493,38.0
478,BUSINESS,4671442,4,2.0,1,2.0,5323440,36.0
480,BUSINESS,2466123,5,2.0,2,1.0,11484400,44.0
481,BUSINESS,5451211,5,1.0,5,3.0,1427203,31.0
482,BUSINESS,3233233,5,1.0,1,5.0,3460367,23.0
485,BUSINESS,3558650,6,2.0,5,5.0,6716276,25.0
487,JOB,1908663,1,3.0,1,5.0,1928926,26.0
490,FREELANCER,9458566,4,5.0,2,5.0,17236027,41.0
494,JOB,1191810,5,2.0,3,5.0,4437979,24.0
495,JOB,8049179,2,4.0,2,3.0,6580165,48.0
496,JOB,3177134,2,1.0,2,5.0,1810869,38.0
497,BUSINESS,13556502,6,2.0,2,4.0,3571939,22.0
498,JOB,3816276,2,2.0,1,2.0,7375108,31.0
499,RETIRED,4126705,6,3.0,5,5.0,11757600,24.0
501,BUSINESS,3515023,1,1.0,4,3.0,2302196,42.0
502,BUSINESS,2034299,3,3.0,2,1.0,6336736,52.0
504,FREELANCER,7809123,3,3.0,6,5.0,16245094,38.0
508,FREELANCER,5551815,4,1.0,3,3.0,738273,24.0
511,BUSINESS,4623200,8,2.0,3,3.0,13116716,35.0
512,JOB,13482947,6,4.0,3,1.0,2642418,32.0
514,FREELANCER,7333196,3,5.0,3,3.0,9860579,23.0
515,JOB,2619230,3,4.0,1,3.0,2380556,27.0
516,JOB,1941452,6,2.0,1,1.0,1190773,40.0
517,JOB,6527701,5,2.0,1,5.0,6149617,38.0
518,FREELANCER,1492366,7,3.0,3,2.0,11381354,23.0
519,RETIRED,4547106,6,3.0,1,3.0,20004444,33.0
520,JOB,3651562,1,3.0,4,4.0,11905962,40.0
522,JOB,6851448,3,4.0,4,2.0,1436661,38.0
525,FREELANCER,5725221,8,1.0,5,3.0,5604501,25.0
527,JOB,2750942,6,1.0,1,4.0,3454451,18.0
528,JOB,2472346,4,4.0,2,1.0,7275430,33.0
529,JOB,6346772,6,5.0,2,1.0,7994954,35.0
530,FREELANCER,5454149,6,5.0,1,3.0,8493463,23.0
531,FREELANCER,2836120,4,2.0,2,4.0,6566082,39.0
532,RETIRED,7535285,8,4.0,2,3.0,1351976,18.0
533,RETIRED,10615880,5,4.0,1,3.0,1325723,32.0
535,FREELANCER,2977549,6,4.0,3,2.0,16951771,26.0
541,RETIRED,3382627,5,5.0,2,2.0,1955074,41.0
542,BUSINESS,5274036,6,5.0,5,2.0,6967503,21.0
543,JOB,2189251,5,5.0,1,4.0,9241435,38.0
544,BUSINESS,5183845,8,3.0,4,5.0,10809835,46.99999999999999
545,BUSINESS,3103071,4,4.0,4,2.0,19780499,18.0
548,BUSINESS,2151228,4,5.0,1,4.0,3113355,30.0
550,FREELANCER,5922495,6,5.0,1,1.0,20069795,26.0
552,FREELANCER,9252867,4,3.0,4,3.0,13664442,31.0
553,BUSINESS,1763166,1,4.0,5,2.0,6648239,44.0
554,BUSINESS,9622970,4,5.0,5,5.0,11863871,35.0
555,FREELANCER,3786185,6,4.0,3,2.0,3876605,36.0
558,JOB,1199616,5,2.0,4,5.0,9228351,28.0
559,FREELANCER,989251,5,2.0,1,2.0,12764955,36.0
560,BUSINESS,3604838,3,5.0,4,4.0,5271251,28.0
561,FREELANCER,3652996,6,4.0,2,2.0,668865,35.0
563,JOB,4074785,5,3.0,1,3.0,11420980,41.0
564,JOB,6609716,3,2.0,1,1.0,7369819,29.0
574,BUSINESS,6385579,2,3.0,2,2.0,20954208,30.0
578,RETIRED,5122301,5,1.0,5,1.0,8093256,40.0
581,JOB,2597905,2,2.0,4,3.0,11599196,36.0
582,RETIRED,6210580,2,5.0,1,5.0,1022842,28.0
585,BUSINESS,8483952,3,5.0,3,2.0,15779268,34.0
586,JOB,1842489,8,2.0,2,1.0,20654191,35.0
589,JOB,689573,2,4.0,2,2.0,1975489,41.0
596,JOB,1745982,7,3.0,5,1.0,9689686,27.0
598,JOB,6490959,2,3.0,1,4.0,8041975,23.0
600,JOB,9022292,5,5.0,4,1.0,8606356,36.0
603,JOB,10882358,5,5.0,1,1.0,628058,41.0
605,JOB,5214019,5,3.0,2,5.0,13997695,37.0
606,JOB,3992742,3,4.0,3,2.0,8113049,51.0
609,BUSINESS,2847085,6,2.0,2,1.0,13096890,18.0
611,JOB,4001470,1,1.0,1,4.0,5967602,39.0
613,BUSINESS,12331203,2,3.0,3,5.0,9836355,35.0
614,JOB,2860298,3,1.0,2,5.0,6509064,21.0
615,FREELANCER,1124201,4,3.0,2,2.0,3275269,57.0
616,RETIRED,4024503,2,5.0,3,2.0,2792193,34.0
619,FREELANCER,9020695,5,2.0,6,3.0,3116394,37.0
625,BUSINESS,7493566,8,1.0,5,3.0,2739160,48.0
628,FREELANCER,10332643,6,2.0,1,2.0,6252620,31.0
630,JOB,1475073,2,2.0,3,1.0,3016638,43.0
632,FREELANCER,5930695,8,4.0,3,3.0,3207929,48.0
633,BUSINESS,4770886,2,3.0,3,5.0,3661313,31.0
634,BUSINESS,12594632,3,2.0,1,2.0,9345585,28.0
637,BUSINESS,2987304,6,3.0,1,2.0,12120210,41.0
638,JOB,3567834,5,3.0,3,2.0,5766445,33.0
639,JOB,8749404,5,5.0,2,2.0,7074770,20.0
640,JOB,4770004,2,3.0,2,2.0,5336634,20.0
641,JOB,4254173,7,4.0,2,4.0,1259268,29.0
642,JOB,7033351,7,3.0,4,5.0,6976149,49.0
643,JOB,1004883,4,2.0,2,4.0,8250252,30.0
647,BUSINESS,12377951,6,1.0,2,1.0,6012098,18.0
650,JOB,1453808,4,4.0,2,5.0,1442305,39.0
651,JOB,3507773,6,4.0,1,4.0,1182930,51.0
653,BUSINESS,6779581,4,5.0,3,1.0,2313073,30.0
656,JOB,3469348,4,2.0,5,4.0,8789773,33.0
658,JOB,9421911,6,5.0,1,2.0,920873,32.0
659,BUSINESS,5160913,4,1.0,5,5.0,2507689,34.0
660,BUSINESS,6160027,1,2.0,1,1.0,16356165,31.0
661,JOB,5390384,8,5.0,2,2.0,3021840,27.0
665,JOB,3877600,3,2.0,4,3.0,10390737,25.0
668,JOB,4695475,4,1.0,5,1.0,14549987,48.0
669,JOB,7310376,3,2.0,2,2.0,1032330,18.0
670,JOB,2606974,3,2.0,2,3.0,12104364,43.0
674,BUSINESS,14542951,3,1.0,2,4.0,3165326,29.0
675,JOB,5078318,6,4.0,6,3.0,4886875,18.0
677,JOB,5238069,3,1.0,5,3.0,4732464,21.0
679,RETIRED,9988144,5,1.0,2,2.0,3259438,42.0
681,FREELANCER,2264268,5,4.0,4,2.0,13805625,40.0
683,JOB,1606766,5,2.0,4,1.0,1491175,27.0
688,JOB,4134900,5,3.0,5,4.0,4385483,29.0
690,JOB,4187375,4,1.0,2,2.0,10775487,37.0
691,JOB,7556948,7,2.0,3,1.0,20799888,29.0
693,BUSINESS,2101479,3,4.0,3,2.0,8886102,22.0
694,JOB,2542911,2,5.0,4,1.0,927086,39.0
696,BUSINESS,5839265,6,4.0,5,4.0,532079,29.0
698,BUSINESS,4717483,7,5.0,4,5.0,14981488,20.0
700,JOB,730446,6,5.0,3,4.0,5101582,31.0
701,BUSINESS,6020467,3,2.0,2,5.0,16173054,27.0
706,RETIRED,8130703,6,5.0,2,1.0,5386443,39.0
710,BUSINESS,8946583,1,1.0,5,1.0,10926104,49.0
712,BUSINESS,14732627,3,5.0,2,3.0,8814958,32.0
714,JOB,3427142,7,4.0,2,5.0,6980142,36.0
716,RETIRED,13639239,6,3.0,1,5.0,2319076,44.0
717,FREELANCER,13481318,4,5.0,4,5.0,7590168,34.0
718,RETIRED,9539732,4,3.0,1,4.0,5791981,34.0
720,FREELANCER,5806532,5,5.0,1,4.0,4589616,32.0
724,FREELANCER,2885892,3,4.0,2,2.0,11313657,40.0
725,BUSINESS,1973913,2,1.0,3,2.0,1227121,34.0
726,FREELANCER,668743,3,5.0,4,1.0,1121180,31.0
728,FREELANCER,7754625,7,4.0,5,2.0,12499475,36.0
730,JOB,8171831,2,1.0,5,4.0,9679733,25.0
735,JOB,2230364,4,3.0,2,1.0,4625667,43.0
737,JOB,9127175,5,3.0,5,3.0,11201059,35.0
738,FREELANCER,6164082,1,3.0,4,1.0,3911373,42.0
740,JOB,10529369,3,5.0,3,5.0,9246265,43.0
741,JOB,8081278,5,3.0,2,2.0,12663204,18.0
742,JOB,4944485,10,1.0,2,4.0,5016936,20.0
746,FREELANCER,8718077,5,3.0,5,2.0,554224,25.0
747,JOB,10689236,5,4.0,4,2.0,4920445,34.0
748,BUSINESS,9802164,6,3.0,3,3.0,2324537,25.0
751,JOB,2915030,5,5.0,5,3.0,4515821,23.0
753,BUSINESS,4335817,6,2.0,3,3.0,6324389,23.0
754,JOB,1940972,3,5.0,2,3.0,4162315,43.0
755,JOB,602426,4,5.0,5,5.0,683332,23.0
762,JOB,9916362,2,3.0,2,5.0,18900394,34.0
763,JOB,9212313,4,3.0,4,1.0,6355161,58.0
766,BUSINESS,4927164,5,3.0,5,2.0,5393168,25.0
769,JOB,5796950,7,1.0,2,5.0,11309869,26.0
770,FREELANCER,9200546,9,2.0,1,5.0,14244143,51.0
772,FREELANCER,1947475,1,1.0,1,1.0,3130484,27.0
775,FREELANCER,1809377,3,5.0,4,4.0,4956504,39.0
776,JOB,3827581,6,4.0,4,4.0,9018275,18.0
777,JOB,6138469,1,5.0,3,2.0,13151656,25.0
780,BUSINESS,1529624,6,3.0,2,5.0,5137893,39.0
781,BUSINESS,2759304,2,4.0,3,5.0,6081817,34.0
784,JOB,6303048,5,3.0,4,2.0,5953998,39.0
785,JOB,5326037,3,4.0,6,5.0,16165290,38.0
786,RETIRED,1570289,4,4.0,5,5.0,8342697,43.0
787,BUSINESS,3081563,3,4.0,5,4.0,2330201,41.0
788,JOB,4846364,6,5.0,2,2.0,1402054,37.0
791,JOB,5487411,5,4.0,3,1.0,3282855,37.0
793,BUSINESS,4029069,4,3.0,3,3.0,1502293,35.0
795,JOB,3989565,10,5.0,4,3.0,16224459,22.0
796,FREELANCER,2828325,2,3.0,3,2.0,7136085,43.0
798,BUSINESS,8132593,6,5.0,3,5.0,4566105,39.0
801,FREELANCER,3851461,5,4.0,5,2.0,6507287,42.0
802,JOB,6858609,5,4.0,3,4.0,8373749,27.0
804,BUSINESS,3079049,7,5.0,2,1.0,2085917,28.0
805,JOB,4507384,7,3.0,5,1.0,1933505,28.0
806,FREELANCER,6312574,3,3.0,6,5.0,12930863,29.0
807,RETIRED,3996809,2,4.0,5,4.0,2303154,35.0
808,RETIRED,1124700,4,2.0,1,1.0,17748855,28.0
814,RETIRED,7805959,5,4.0,4,4.0,13940009,34.0
817,BUSINESS,5664590,3,3.0,2,5.0,5709464,35.0
819,JOB,2402907,7,4.0,3,2.0,1524930,33.0
827,JOB,3089019,3,3.0,1,1.0,8181570,48.0
828,JOB,9434920,1,4.0,1,5.0,7514461,27.0
829,FREELANCER,4491475,6,1.0,3,1.0,14331358,28.0
831,JOB,1300171,6,4.0,1,2.0,9491404,19.0
837,RETIRED,4615945,3,5.0,2,4.0,9123656,48.0
840,BUSINESS,8252525,7,4.0,4,2.0,586202,30.0
841,JOB,2701442,6,2.0,2,5.0,12259638,32.0
843,JOB,6033355,5,3.0,3,4.0,3566223,21.0
845,JOB,9650029,5,5.0,4,2.0,15618228,34.0
847,JOB,672613,7,5.0,2,5.0,12614598,35.0
848,RETIRED,10027655,6,1.0,2,5.0,5842949,57.0
849,BUSINESS,3007462,4,5.0,5,2.0,4111579,26.0
