client_id,occupation,Income_level,investment_tenure,Recency,monetary,Frequency(annual),total_investment_value,age
393,JOB,10689236,5,4,4,2,4920445,34
394,BUSINESS,9802164,6,3,3,3,2324537,25
395,JOB,2915030,5,5,5,3,4515821,23
396,BUSINESS,4335817,6,2,3,3,6324389,23
397,JOB,1940972,3,5,2,3,4162315,43
398,JOB,602426,4,5,5,5,683332,23
399,JOB,9916362,2,3,2,5,18900394,34
400,JOB,9212313,4,3,4,1,6355161,58
401,BUSINESS,4927164,5,3,5,2,5393168,25
402,JOB,5796950,7,1,2,5,11309869,26
403,FREELANCER,9200546,9,2,1,5,14244143,51
404,FREELANCER,1947475,1,1,5,1,3130484,27
405,FREELANCER,1809377,3,5,4,4,4956504,39
406,JOB,3827581,6,4,4,4,9018275,18
407,JOB,6138469,1,5,3,2,13151656,25
408,BUSINESS,1529624,6,3,2,5,5137893,39
409,BUSINESS,2759304,2,4,3,5,6081817,34
410,JOB,6303048,5,3,4,2,5953998,39
411,JOB,5326037,3,4,6,5,16165290,38
412,RETIRED,1570289,4,4,5,5,8342697,43
413,BUSINESS,3081563,3,4,5,4,2330201,41
414,JOB,4846364,6,5,2,2,1402054,37
415,JOB,5487411,5,4,3,1,3282855,37
416,BUSINESS,4029069,4,3,3,3,1502293,35
417,JOB,3989565,10,5,4,5,16224459,22
418,FREELANCER,2828325,2,3,3,2,7136085,43
419,BUSINESS,8132593,6,5,5,5,4566105,39
420,FREELANCER,3851461,5,4,5,2,6507287,42
421,JOB,6858609,5,4,3,4,8373749,27
422,BUSINESS,3079049,7,5,2,5,2085917,28
423,JOB,4507384,7,3,5,1,1933505,28
424,FREELANCER,6312574,3,3,6,5,12930863,29
425,RETIRED,3996809,2,4,5,4,2303154,35
426,RETIRED,1124700,4,2,1,1,17748855,28
427,RETIRED,7805959,5,4,4,5,13940009,34
428,BUSINESS,5664590,3,3,2,5,5709464,35
429,JOB,2402907,7,4,3,2,1524930,33
430,JOB,3089019,3,3,1,1,8181570,48
431,JOB,9434920,1,4,1,5,7514461,27
432,FREELANCER,4491475,6,1,3,5,14331358,28
433,JOB,1300171,6,4,1,2,9491404,19
434,RETIRED,4615945,3,5,2,4,9123656,48
435,BUSINESS,8252525,7,4,4,2,586202,30
436,JOB,2701442,6,2,2,5,12259638,32
437,JOB,6033355,5,3,5,4,3566223,21
438,JOB,9650029,5,5,4,2,15618228,34
439,JOB,672613,7,5,2,5,12614598,35
440,RETIRED,10027655,6,1,2,5,5842949,57
441,BUSINESS,3007462,4,5,5,2,4111579,26
442,BUSINESS,6764020,4,1,3,2,23292884,27
443,FREELANCER,8407153,5,4,1,1,12635460,44
444,JOB,1123510,8,3,2,2,18638273,47
445,JOB,848496,7,1,2,5,15427284,27
446,JOB,4561433,6,3,3,5,3457927,37
447,BUSINESS,12276555,2,4,4,3,2495987,27
448,FREELANCER,3052442,8,5,2,1,20597298,35
449,JOB,8897016,4,2,5,5,8499521,18
450,BUSINESS,2358605,3,5,5,3,1345469,48
451,JOB,4637678,3,3,4,4,14347279,50
452,BUSINESS,4723459,3,5,2,5,8623792,29
453,JOB,1684388,4,5,5,2,3253286,35
454,JOB,6304245,2,5,5,5,8498609,36
455,FREELANCER,9120379,5,3,2,1,4016471,39
456,JOB,5069748,3,4,6,5,5849299,31
457,JOB,3839066,8,5,5,3,11257964,25
458,BUSINESS,3746073,6,5,2,5,4677458,19
459,JOB,1092106,7,1,4,2,11254852,25
460,JOB,1264694,6,4,1,5,4741753,50
461,FREELANCER,3704980,2,5,2,5,503515,27
462,BUSINESS,9139602,6,5,5,4,10126806,35
463,JOB,7025458,6,3,4,5,9876534,44
464,JOB,7763551,2,2,2,3,13135985,58
465,BUSINESS,2276550,3,3,2,5,10699377,27
466,FREELANCER,9488587,5,5,2,4,4432482,39
467,JOB,2340303,2,1,3,2,1136300,51
468,FREELANCER,1113215,6,2,3,3,6067426,38
469,BUSINESS,10599119,2,5,1,3,18455088,46
470,JOB,1172907,1,2,4,5,12804625,39
471,JOB,7550268,5,5,4,2,16906026,31
472,FREELANCER,10964158,1,4,2,5,6978882,34
473,JOB,5908205,5,1,3,5,12529119,45
474,BUSINESS,4277855,6,2,2,1,13644865,45
475,FREELANCER,9213864,5,1,1,3,2876550,33
476,JOB,3415069,1,5,2,5,7287435,40
477,JOB,3650037,6,2,1,1,12143812,39
478,BUSINESS,5511325,2,1,5,4,7338889,29
479,BUSINESS,6919830,4,1,5,2,6401743,35
480,BUSINESS,3324268,5,5,2,5,3512689,32
481,JOB,11148604,7,5,1,5,4381474,35
482,FREELANCER,5477859,6,2,4,5,7579878,28
483,JOB,3089480,7,4,5,5,6271313,34
484,JOB,4879716,7,3,2,1,1980108,22
485,FREELANCER,6338445,9,3,5,3,11530114,34
486,FREELANCER,8544477,7,5,5,5,4947347,25
487,JOB,4426195,5,2,5,5,10247532,44
488,JOB,1420589,7,4,4,2,15293847,18
489,JOB,5252224,5,4,5,2,12438710,27
490,BUSINESS,11426822,5,5,5,5,5499779,36
491,BUSINESS,2183404,4,3,4,2,1330529,48
492,JOB,6660251,3,5,3,1,3769349,27
493,FREELANCER,2367052,8,4,2,2,2629679,51
494,BUSINESS,6574164,2,5,2,1,3895168,18
495,RETIRED,4047322,6,3,1,2,8927739,40
496,JOB,5083307,3,2,5,2,16878188,35
497,BUSINESS,744606,5,4,2,3,3746140,27
498,JOB,4610502,8,4,3,1,6328442,20
499,BUSINESS,1552238,3,5,2,4,11019377,41
500,FREELANCER,6111378,7,2,3,1,7854660,32
501,JOB,6220266,5,5,3,2,10980227,22
502,RETIRED,7254104,7,2,4,4,6313041,26
503,BUSINESS,11375967,4,2,6,3,9648449,35
504,BUSINESS,1738405,7,5,1,2,17238441,30
505,JOB,2351271,6,3,1,5,2552723,20
506,RETIRED,1457643,3,5,5,5,6899994,47
507,JOB,6114544,8,2,2,1,11786585,32
508,JOB,6125222,8,1,3,1,10575891,38
509,JOB,1957966,5,5,3,2,608713,39
510,BUSINESS,1995605,5,4,2,1,15457087,46
511,JOB,2769217,5,3,2,5,16418257,34
512,JOB,7603936,6,1,5,2,11082193,40
513,JOB,3589500,4,4,3,2,5580192,47
514,FREELANCER,7656892,5,5,4,2,3646735,26
515,JOB,4601517,2,1,4,3,12289610,51
516,RETIRED,6650385,8,4,4,1,4949662,26
517,JOB,4175217,4,2,2,2,4262010,28
518,BUSINESS,2137823,5,3,4,4,4622116,28
519,JOB,9941655,2,4,1,5,1563967,18
520,JOB,9451304,6,2,5,3,8904446,40
521,FREELANCER,6629032,3,1,5,1,10703171,37
522,FREELANCER,1683330,5,2,4,1,20068051,32
523,JOB,1874403,5,3,5,5,24620900,41
524,FREELANCER,5766494,4,4,2,4,5311860,33
525,FREELANCER,3171219,4,1,4,5,6559631,35
526,BUSINESS,11085311,3,2,3,1,12947030,18
527,BUSINESS,3683134,1,2,5,5,1292404,26
528,JOB,2252474,4,1,4,3,4629745,39
529,RETIRED,798421,4,5,2,2,871761,27
530,JOB,6254634,3,4,6,2,19006378,61
531,RETIRED,4543916,5,4,5,4,4630133,38
532,FREELANCER,4549107,1,4,4,4,24486125,50
533,JOB,7276039,9,5,5,3,2864519,44
534,RETIRED,8282519,2,4,5,5,1404883,67
535,RETIRED,4892586,8,3,6,2,17937374,33
536,RETIRED,11697555,3,2,2,2,10426585,40
537,JOB,3072256,7,3,5,2,3762676,39
538,JOB,7717976,8,4,3,3,18501086,26
539,RETIRED,5823054,4,4,5,3,11003591,43
540,JOB,9972697,1,3,5,4,8160924,42
541,BUSINESS,13002603,9,2,3,3,4606599,19
542,BUSINESS,9727696,2,3,3,2,18713973,68
543,BUSINESS,10748251,3,3,5,2,24669102,24
544,BUSINESS,11545593,7,2,3,2,16808016,62
545,FREELANCER,14849812,6,3,1,3,6394489,31
546,JOB,1760630,5,1,3,4,21331769,25
547,BUSINESS,1812706,10,2,3,3,25054250,63
